Space group number,A,B,C,Alpha_90,Alpha,Beta_90,Beta,Gamma_90,Gamma,Z value,Molecular weight_category,S_L_category,M_L_category,S_M_category,S_category,Globularity_category,FrTPSA_category,Dipole moment_category,Refcode,SMILES,InChI string,Cell volume,Calculated density,Study temperature,Number of coordinates,Z prime,R factor,Unique chemical units,Multiplier sum,Molecular weight,S_L,M_L,S_M,S,Globularity,FrTPSA,Dipole moment,Space Group symbol,Publication year,Predicted density
4,9.68,5.3,13.96,True,90.0,False,96.16,True,90.0,4,1,4,2,6,3,5,4,3,LISLEU02,[NH3+]C(C(C)CC)C(=O)[O-],"InChI=1S/2C6H13NO2/c2*1-3-4(2)5(7)6(8)9/h2*4-5H,3,7H2,1-2H3,(H,8,9)/t2*4-,5-/m00/s1",712.072,1.224,120,44,2.0,5.24,1,1,131.0946287,0.712932146,0.784187327,0.909135001,6.705045421,0.641140374,0.341227381,2.364573554,P21,1996,1.31886
14,16.68,12.71,7.41,True,90.0,False,92.72,True,90.0,4,3,5,4,5,6,4,2,3,LORCAW,CCC1=CC2=C(S1)N1C(=NN=C1CN=C2c1ccccc1Cl)C,"InChI=1S/C17H15ClN4S/c1-3-11-8-13-16(12-6-4-5-7-14(12)18)19-9-15-21-20-10(2)22(15)17(13)23-11/h4-8H,3,9H2,1-2H3",1568.366,1.452,295,23,1.0,8.7,1,1,342.0705952,0.860092822,0.992446405,0.8666390629999999,9.861045079,0.569557603,0.194613371,2.548731197,P21/c,1999,1.36417
4,11.08,10.5,9.27,True,90.0,False,103.23,True,90.0,2,3,5,4,5,7,3,2,2,MACXPR10,CC1CC2C(CCC3(C)C2CCC3(OC(C)=O)C(C)=O)C2(C)CCC(=O)C=C12,"InChI=1S/C24H34O4/c1-14-12-18-19(22(4)9-6-17(27)13-21(14)22)7-10-23(5)20(18)8-11-24(23,15(2)25)28-16(3)26/h13-14,18-20H,6-12H2,1-5H3/t14-,18+,19-,20-,22+,23-,24-/m0/s1",1049.654,1.223,295,62,1.0,4.2,1,1,386.24570960000005,0.849462032,0.954889348,0.889592112,10.97957362,0.513926695,0.124274676,1.26646597,P21,1978,1.18276
14,4.06,9.52,12.74,True,90.0,False,92.99,True,90.0,4,1,3,4,3,2,6,5,1,MEBQEQ,NC1=NC(=O)NC=C1F,"InChI=1S/C4H4FN3O/c5-2-1-7-4(9)8-3(2)6/h1H,(H3,6,7,8,9)",492.102,1.742,150,13,1.0,3.41,1,1,129.03384,0.690340845,0.987627006,0.698989437,5.558680363,0.7440128579999999,0.508669168,0.487524984,P21/n,2006,1.70383
14,10.92,11.17,7.98,True,90.0,False,108.35,True,90.0,4,2,5,3,6,5,5,5,2,MECWIC,NC1=NC2=C(N=CN2COCCO)C(=O)N1,"InChI=1S/C8H11N5O3/c9-8-11-6-5(7(15)12-8)10-3-13(6)4-16-2-1-14/h3,14H,1-2,4H2,(H3,9,11,12,15)",923.303,1.62,173,27,1.0,5.75,1,1,225.0861892,0.8085093870000001,0.840985634,0.961383113,8.49400108,0.6043160439999999,0.453062236,1.613621894,P21/c,2012,1.54688
19,4.55,15.05,28.39,True,90.0,True,90.0,True,90.0,8,2,4,3,5,4,5,5,2,MECWIC03,NC1=NC2=C(N=CN2COCCO)C(=O)N1,"InChI=1S/2C8H11N5O3/c2*9-8-11-6-5(7(15)12-8)10-3-13(6)4-16-2-1-14/h2*3,14H,1-2,4H2,(H3,9,11,12,15)",1944.305,1.539,173,54,2.0,8.97,1,1,225.0861892,0.7510143340000001,0.835830044,0.898525172,7.99581549,0.620770691,0.466350683,1.37149601,P212121,2013,1.54688
2,7.41,13.81,15.27,False,109.17,False,92.15,False,93.03,4,3,3,4,3,4,5,2,2,MENMIB,CC1=NN=C2CN=C(c3ccccc3)c3cc(Cl)ccc3N12,"InChI=1S/2C17H13ClN4/c2*1-11-20-21-16-10-19-17(12-5-3-2-4-6-12)14-9-13(18)7-8-15(14)22(11)16/h2*2-9H,10H2,1H3",1471.674,1.394,295,70,2.0,10.6,1,1,308.0828741,0.6699308429999999,0.97713207,0.685609308,7.763857615,0.605639366,0.13234269699999998,1.535251138,P-1,1996,1.38263
2,7.28,9.77,11.07,False,90.8,False,95.34,False,109.46,2,3,6,4,6,7,5,2,2,MENMIB01,CC1=NN=C2CN=C(c3ccccc3)c3cc(Cl)ccc3N12,"InChI=1S/C17H13ClN4/c1-11-20-21-16-10-19-17(12-5-3-2-4-6-12)14-9-13(18)7-8-15(14)22(11)16/h2-9H,10H2,1H3",738.373,1.389,295,35,1.0,6.0,1,1,308.0828741,0.916800482,0.956457291,0.958537815,10.25918644,0.603315849,0.131816056,1.560655375,P-1,1996,1.38263
4,7.36,13.84,28.93,True,90.0,False,92.82,True,90.0,8,3,5,4,5,6,5,2,2,MENMIB02,CC1=NN=C2CN=C(c3ccccc3)c3cc(Cl)ccc3N12,"InChI=1S/4C17H13ClN4/c4*1-11-20-21-16-10-19-17(12-5-3-2-4-6-12)14-9-13(18)7-8-15(14)22(11)16/h4*2-9H,10H2,1H3",2944.46,1.393,293,140,4.0,14.2,1,1,308.0828741,0.8012832,0.982515167,0.81554283,9.220888771,0.604298703,0.13199833800000002,1.53815588,P21,2007,1.38263
14,10.55,11.76,17.0,True,90.0,False,99.28,True,90.0,4,3,4,3,5,8,2,2,1,MEQCOB,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1ncccn1,"InChI=1S/C21H31N5O2/c27-18-16-21(6-1-2-7-21)17-19(28)26(18)11-4-3-10-24-12-14-25(15-13-24)20-22-8-5-9-23-20/h5,8-9H,1-4,6-7,10-17H2",2081.62,1.23,295,59,1.0,4.57,1,1,385.2477752,0.746766349,0.887715391,0.841222712,11.86055731,0.488874373,0.137397116,0.950343436,P21/c,2006,1.21754
19,6.87,20.9,22.04,True,90.0,True,90.0,True,90.0,8,2,2,1,6,4,4,2,2,MIFPAU,CC12CCC3C(CCc4cc(O)ccc34)C1CCC2(O)C#C,"InChI=1S/2C20H24O2/c2*1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h2*1,5,7,12,16-18,21-22H,4,6,8-11H2,2H3/t2*16-,17-,18+,19+,20+/m11/s1",3163.645,1.245,150,92,2.0,6.26,1,1,296.17763,0.539825609,0.582300661,0.927056494,7.549549664,0.574674033,0.110988557,1.27108296,P212121,2013,1.21141
19,20.45,9.49,8.5,True,90.0,True,90.0,True,90.0,8,1,4,4,4,4,5,5,3,MIMOSN,[NH3+]C(CN1C=CC(=O)C(=C1)O)C(=O)[O-],"InChI=1S/2C8H10N2O4/c2*9-5(8(13)14)3-10-2-1-6(11)7(12)4-10/h2*1-2,4-5,12H,3,9H2,(H,13,14)/t2*5-/m00/s1",1648.9720000000002,1.597,295,46,2.0,6.4,1,1,198.06405680000003,0.7646772209999999,0.992556919,0.770411455,7.050415251,0.641707276,0.475000752,2.242219212,P212121,1973,1.57104
5,23.25,5.37,15.06,True,90.0,False,98.57,True,90.0,4,3,3,3,4,6,3,2,2,MIRACD,CCN(CC)CCNc1ccc(C)c2Sc3ccccc3C(=O)c12,"InChI=1S/C20H24N2OS/c1-4-22(5-2)13-12-21-16-11-10-14(3)20-18(16)19(23)15-8-6-7-9-17(15)24-20/h6-11,21H,4-5,12-13H2,1-3H3",1859.698,1.216,295,24,1.0,19.1,1,1,340.1609344,0.6765221159999999,0.8757181140000001,0.772534113,9.43862013,0.534523718,0.14427559,1.009814339,A2,1976,1.23112
15,20.5,7.69,22.85,True,90.0,False,104.9,True,90.0,8,3,4,3,6,7,3,2,1,MISMUX,CN(C)CCC1=CNc2ccc(CS(=O)(=O)N3CCCC3)cc12,"InChI=1S/C17H25N3O2S/c1-19(2)10-7-15-12-18-17-6-5-14(11-16(15)17)13-23(21,22)20-8-3-4-9-20/h5-6,11-12,18H,3-4,7-10,13H2,1-2H3",3480.666,1.28,294,48,1.0,7.79,1,1,335.166748,0.77341422,0.812697447,0.951663159,10.99006609,0.50971122,0.14928756599999998,0.97220786,C2/c,2008,1.25695
19,7.7,12.74,13.74,True,90.0,True,90.0,True,90.0,4,2,4,4,4,4,4,2,3,MORPIN01,CN1CCC23C4Oc5c(O)ccc(CC1C2C=CC4O)c35,"InChI=1S/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2-5,10-11,13,16,19-20H,6-8H2,1H3/t10-,11+,13-,16-,17-/m0/s1",1347.3570000000002,1.4069999999999998,173,40,1.0,6.81,1,1,285.1364935000001,0.76384833,0.959121277,0.7964043209999999,7.628308747,0.5805582460000001,0.15975574,2.250667399,P212121,2013,1.34477
14,6.45,6.03,19.64,True,90.0,False,97.95,True,90.0,4,1,4,4,5,3,6,3,1,MOXAZO,CN1C(=O)OC(C)(C)C1=O,InChI=1S/C6H9NO3/c1-6(2)4(8)7(3)5(9)10-6/h1-3H3,756.622,1.257,295,16,1.0,5.1,1,1,143.0582431,0.781931649,0.914475707,0.855060055,6.25938728,0.650291296,0.244334942,0.947750362,P21/c,1970,1.38294
19,12.77,18.81,7.54,True,90.0,True,90.0,True,90.0,4,3,4,2,6,7,3,1,1,MPZPAM,COc1ccc2Sc3ccccc3N(CC(C)CN(C)C)c2c1,"InChI=1S/C19H24N2OS/c1-14(12-20(2)3)13-21-16-7-5-6-8-18(16)23-19-10-9-15(22-4)11-17(19)21/h5-11,14H,12-13H2,1-4H3/t14-/m1/s1",1809.079,1.206,295,47,1.0,3.6,1,1,328.1609344,0.7493231840000001,0.776070107,0.96553543,10.17387315,0.535644739,0.099288326,0.489080409,P212121,1980,1.21014
5,21.6,9.2,10.92,True,90.0,False,114.39,True,90.0,4,3,5,4,5,6,3,3,3,MTHPRG,CC1CC2C3CCC(O)(C(=O)CO)C3(C)CC(O)C2C2(C)C=CC(=O)C=C12,"InChI=1S/C22H30O5/c1-12-8-14-15-5-7-22(27,18(26)11-23)21(15,3)10-17(25)19(14)20(2)6-4-13(24)9-16(12)20/h4,6,9,12,14-15,17,19,23,25,27H,5,7-8,10-11H2,1-3H3/t12-,14-,15-,17-,19+,20-,21-,22-/m0/s1",1975.791,1.258,295,57,1.0,3.6,1,1,374.20932410000006,0.810225393,0.979696443,0.827016775,9.563751563,0.546194555,0.217282454,2.897027114,C2,1972,1.24747
14,17.82,8.28,15.11,True,90.0,False,114.93,True,90.0,8,2,4,4,4,3,5,2,1,MUFBUK,Clc1cccc(Cl)c1N=C1NCCN1,"InChI=1S/2C9H9Cl2N3/c2*10-6-2-1-3-7(11)8(6)14-9-12-4-5-13-9/h2*1-3H,4-5H2,(H2,12,13,14)",2021.04,1.5119999999999998,296,46,2.0,12.38,1,1,229.0173526,0.705271403,0.936359603,0.753205714,6.99808769,0.646905672,0.150219086,0.8643728909999999,P21/c,2002,1.49918
2,9.59,10.81,12.48,False,79.06,False,89.44,False,82.37,4,2,2,3,3,3,4,3,2,MUFMAB,CCc1nc(N)nc(N)c1c1ccc(Cl)cc1,"InChI=1S/2C12H13ClN4/c2*1-2-9-10(11(14)17-12(15)16-9)7-3-5-8(13)6-4-7/h2*3-6H,2H2,1H3,(H4,14,15,16,17)",1258.205,1.3130000000000002,293,60,2.0,5.39,1,1,248.0828741,0.576509649,0.884398547,0.651866345,6.8276998189999984,0.576794644,0.255210733,1.337840511,P-1,2002,1.3544200000000002
14,14.45,7.58,11.75,True,90.0,False,107.28,True,90.0,4,2,2,1,4,4,4,3,2,MUFMAB01,CCc1nc(N)nc(N)c1c1ccc(Cl)cc1,"InChI=1S/C12H13ClN4/c1-2-9-10(11(14)17-12(15)16-9)7-3-5-8(13)6-4-7/h3-6H,2H2,1H3,(H4,14,15,16,17)",1228.511,1.345,173,30,1.0,13.1,1,1,248.0828741,0.524974402,0.6573605229999999,0.798609565,7.080114565,0.573214853,0.253787284,1.449931712,P21/c,2011,1.3544200000000002
2,10.19,11.26,9.59,False,93.31,False,112.48,False,90.3,2,3,4,3,5,8,2,1,2,MUSRUN,CCN1CCN(CC1)c1cc(c2ccc(F)cc2)c2CCCCCCc2n1,"InChI=1S/C23H30FN3/c1-2-26-13-15-27(16-14-26)23-17-21(18-9-11-19(24)12-10-18)20-7-5-3-4-6-8-22(20)25-23/h9-12,17H,2-8,13-16H2,1H3",1014.566,1.203,293,57,1.0,5.38,1,1,367.2423762,0.7714238259999999,0.871550825,0.885116283,11.04911875,0.495310821,0.039618088,1.90255852,P-1,2002,1.18467
19,8.61,6.14,14.91,True,90.0,True,90.0,True,90.0,4,1,2,3,3,2,5,5,3,NADREN,[NH3+]CC(O)c1ccc(O)c([O-])c1,"InChI=1S/C8H11NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H,4,9H2/t8-/m0/s1",788.164,1.426,295,23,1.0,3.6,1,1,169.0738932,0.5376041570000001,0.8181266779999999,0.657116032,5.401356501,0.643363548,0.421398948,2.551623449,P212121,1975,1.47839
5,23.96,6.81,17.97,True,90.0,False,119.4,True,90.0,4,4,2,2,4,6,2,1,4,NAJPOE,CC(C)C(C)C=CC(C)C1CCC2C(CCCC12C)=CC=C1CC(O)CC(O)C1=C,"InChI=1S/C28H44O2/c1-18(2)19(3)9-10-20(4)25-13-14-26-22(8-7-15-28(25,26)6)11-12-23-16-24(29)17-27(30)21(23)5/h9-12,18-20,24-27,29-30H,5,7-8,13-17H2,1-4,6H3/b10-9+,22-11+,23-12-/t19-,20+,24+,25+,26-,27-,28+/m0/s1",2553.088,1.074,110,74,1.0,6.73,1,1,412.3341306,0.555137156,0.786991853,0.705391236,9.382287561,0.473578836,0.069223578,3.289376814,C2,2005,1.1022
19,6.07,7.64,16.01,True,90.0,True,90.0,True,90.0,4,1,4,3,5,3,5,5,2,NALCYS17,CC(=O)NC(CS)C(O)=O,"InChI=1S/C5H9NO3S/c1-3(7)6-4(2-10)5(8)9/h4,10H,2H2,1H3,(H,6,7)(H,8,9)/t4-/m0/s1",741.7610000000002,1.461,298,19,1.0,5.38,1,1,163.03031409999997,0.7342232259999999,0.8876318009999999,0.8271709340000001,6.56420034,0.6301121670000001,0.5059456729999999,1.862675018,P212121,2013,1.45171
19,8.85,20.14,23.95,True,90.0,True,90.0,True,90.0,4,7,3,4,3,7,1,3,2,NAVSUY,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(CC(C)C(=O)C(C)C(O)C1(C)O)OC,"InChI=1S/C38H69NO13/c1-15-26-38(10,45)31(42)21(4)28(40)19(2)17-37(9,47-14)33(52-35-29(41)25(39(11)12)16-20(3)48-35)22(5)30(23(6)34(44)50-26)51-27-18-36(8,46-13)32(43)24(7)49-27/h19-27,29-33,35,41-43,45H,15-18H2,1-14H3/t19-,20-,21+,22+,23-,24+,25+,26-,27+,29-,30+,31-,32+,33-,35+,36-,37-,38-/m1/s1",4267.903,1.164,295,121,1.0,5.6,1,1,747.4768912999998,0.6352212220000001,0.93596556,0.6786801240000001,10.73785558,0.421223249,0.200176786,1.822166828,P212121,1997,1.30135
2,3.82,9.04,10.06,False,93.35,False,95.52,False,98.41,2,1,2,1,5,2,6,3,2,NEWKOP,Clc1ccc2OC(=O)Nc2c1,"InChI=1S/C7H4ClNO2/c8-4-1-2-6-5(3-4)9-7(10)11-6/h1-3H,(H,9,10)",340.722,1.653,295,15,1.0,5.0,1,1,168.993056,0.514095176,0.592737196,0.867323966,5.654623244,0.765539228,0.286907763,1.662528474,P-1,1997,1.6649900000000002
15,27.75,8.25,13.03,True,90.0,False,116.93,True,90.0,8,2,3,4,3,4,5,3,3,NHPBZO,O=C1CN=C(c2ccccc2)c2cc(ccc2N1)N(=O)=O,"InChI=1S/C15H11N3O3/c19-14-9-16-15(10-4-2-1-3-5-10)12-8-11(18(20)21)6-7-13(12)17-14/h1-8H,9H2,(H,17,19)",2660.701,1.404,295,21,1.0,5.6,1,1,281.0800412,0.6725085120000001,0.996384882,0.67494853,7.604743761,0.616245583,0.280482182,2.005996247,C2/c,1977,1.4337799999999998
14,5.11,15.33,15.48,True,90.0,False,95.5,True,90.0,4,2,4,4,5,5,5,3,4,NIFLUM10,OC(=O)c1cccnc1Nc1cccc(c1)C(F)(F)F,"InChI=1S/C13H9F3N2O2/c14-13(15,16)8-3-1-4-9(7-8)18-11-10(12(19)20)5-2-6-17-11/h1-7H,(H,17,18)(H,19,20)",1207.221,1.5530000000000002,295,20,1.0,8.0,1,1,282.0616122,0.7689596959999999,0.934317213,0.823017798,8.773855454,0.619205741,0.216871088,3.922085078,P21/n,1979,1.56938
14,10.22,13.84,15.75,True,90.0,False,92.93,True,90.0,4,4,3,4,4,8,2,2,4,NUPQEW,COc1ccc(cc1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)c1ccc(cc1)N1CCCCC1=O,"InChI=1S/C25H25N5O4/c1-34-19-11-9-18(10-12-19)30-23-20(22(27-30)24(26)32)13-15-29(25(23)33)17-7-5-16(6-8-17)28-14-3-2-4-21(28)31/h5-12H,2-4,13-15H2,1H3,(H2,26,32)",2225.7870000000007,1.371,293,59,1.0,4.6,1,1,459.19065430000006,0.681901221,0.904470042,0.7539235009999999,11.76339559,0.473011287,0.197080032,3.393094665,P21/n,2015,1.34297
14,10.3,11.79,17.58,True,90.0,False,101.27,True,90.0,4,4,2,3,3,6,3,2,2,OCAHAC,CCCCC1=NC(=C(CO)N1Cc1ccc(cc1)c1ccccc1C1=NNN=N1)Cl,"InChI=1S/C22H23ClN6O/c1-2-3-8-20-24-21(23)19(14-30)29(20)13-15-9-11-16(12-10-15)17-6-4-5-7-18(17)22-25-27-28-26-22/h4-7,9-12,30H,2-3,8,13-14H2,1H3,(H,25,26,27,28)",2094.533,1.341,110,53,1.0,4.06,1,1,422.162187,0.582007657,0.8790280970000001,0.662103588,9.641867173,0.508744541,0.187200512,1.499198399,P21/n,2004,1.30881
2,7.58,9.69,9.91,False,100.17,False,99.61,False,95.81,2,3,3,1,6,5,4,4,5,OFAZUQ,CCN(CC)C(=O)C(=Cc1cc(O)c(O)c(c1)N(=O)=O)C#N,"InChI=1S/C14H15N3O5/c1-3-16(4-2)14(20)10(8-15)5-9-6-11(17(21)22)13(19)12(18)7-9/h5-7,18-19H,3-4H2,1-2H3/b10-5+",699.0980000000002,1.45,173,37,1.0,5.16,1,1,305.1011706000001,0.638150539,0.657780308,0.970157561,8.741260529,0.56204548,0.35598212799999995,5.486565438,P-1,2001,1.38582
33,5.78,17.17,21.84,True,90.0,True,90.0,True,90.0,4,4,4,3,5,8,3,1,3,OFEBOQ,Fc1ccc(cc1)C(N1CCN(CC1)CC=Cc1ccccc1)c1ccc(F)cc1,"InChI=1S/C26H26F2N2/c27-24-12-8-22(9-13-24)26(23-10-14-25(28)15-11-23)30-19-17-29(18-20-30)16-4-7-21-5-2-1-3-6-21/h1-15,26H,16-20H2/b7-4+",2164.944,1.241,293,56,1.0,3.83,1,1,404.2064053,0.73866544,0.8820204709999999,0.8374697240000001,11.97804845,0.50458053,0.013031568,2.936927717,P21cn,2001,1.22795
14,20.21,6.82,15.86,True,90.0,False,109.6,True,90.0,4,4,1,2,1,4,3,2,2,OFILEW,Clc1ccc2N(C3CCN(CCCN4C(=O)Nc5ccccc45)CC3)C(=O)Nc2c1,"InChI=1S/C22H24ClN5O2/c23-15-6-7-20-18(14-15)25-22(30)28(20)16-8-12-26(13-9-16)10-3-11-27-19-5-2-1-4-17(19)24-21(27)29/h1-2,4-7,14,16H,3,8-13H2,(H,24,29)(H,25,30)",2058.742,1.374,293,54,1.0,4.79,1,1,425.1618527,0.377956521,0.773946228,0.488349845,7.015386856,0.5211413229999999,0.16568617300000002,1.383295354,P21/c,2013,1.31498
14,5.49,10.57,27.31,True,90.0,False,92.41,True,90.0,4,2,4,4,5,6,4,1,1,OQEQEI,CN1CCC(CC1)=C1c2ccccc2C=Cc2ccccc12,"InChI=1S/C21H21N/c1-22-14-12-18(13-15-22)21-19-8-4-2-6-16(19)10-11-17-7-3-5-9-20(17)21/h2-11H,12-15H2,1H3",1584.486,1.205,93,43,1.0,4.94,1,1,287.1673997,0.781874605,0.973454841,0.8031955590000001,9.042690248,0.573190688,0.009051627,0.41740461,P21/c,2016,1.18647
19,10.33,12.12,13.0,True,90.0,True,90.0,True,90.0,4,2,5,4,5,6,4,1,2,PEKFAN,CC12CCC3C(CC(=C)C4=CC(=O)C=CC34C)C1CCC2=O,"InChI=1S/C20H24O2/c1-12-10-14-15-4-5-18(22)20(15,3)9-7-16(14)19(2)8-6-13(21)11-17(12)19/h6,8,11,14-16H,1,4-5,7,9-10H2,2-3H3/t14-,15-,16-,19+,20-/m0/s1",1628.081,1.209,133,46,1.0,3.5,1,1,296.17763,0.857891796,0.987582489,0.868678623,9.453067753,0.558295192,0.091129218,1.214197167,P212121,2006,1.20524
9,20.93,11.9,8.14,True,90.0,False,90.26,True,90.0,4,4,4,2,6,8,3,2,1,PERPAZ,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1,"InChI=1S/C21H26ClN3OS/c22-17-6-7-21-19(16-17)25(18-4-1-2-5-20(18)27-21)9-3-8-23-10-12-24(13-11-23)14-15-26/h1-2,4-7,16,26H,3,8-15H2",2027.385,1.3230000000000002,295,53,1.0,4.3,1,1,403.1485111,0.7271232059999999,0.7347668490000001,0.989597186,11.31619701,0.52418656,0.118459587,0.710883003,Cc,1978,1.28311
14,4.92,20.75,11.77,True,90.0,False,91.06,True,90.0,4,2,1,3,2,3,4,3,2,PEYGOQ,CN1C(=O)N(C)C2=C(N(CC3OCCO3)C=N2)C1=O,"InChI=1S/C11H14N4O4/c1-13-9-8(10(16)14(2)11(13)17)15(6-12-9)5-7-18-3-4-19-7/h6-7H,3-5H2,1-2H3",1200.867,1.473,298,33,1.0,6.27,1,1,266.1015049,0.496879173,0.855081285,0.581089987,6.156917685,0.582945308,0.263213385,1.002916241,P21/c,2007,1.46053
19,23.84,7.8,9.36,True,90.0,True,90.0,True,90.0,4,3,2,2,4,5,4,1,1,PGDEDO,CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C,"InChI=1S/C21H28O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h4-5,12,16-19H,6-11H2,1-3H3/t16-,17+,18-,19+,20+,21+/m0/s1",1740.511,1.192,295,51,1.0,3.7,1,1,312.2089301000001,0.583673607,0.7492592690000001,0.7790008490000001,8.120012045,0.558256903,0.086694071,0.831096252,P212121,1969,1.18113
14,13.08,6.73,26.59,True,90.0,False,99.08,True,90.0,8,2,4,3,5,4,5,3,3,PHBARB10,CCC1(C(=O)NC(=O)NC1=O)c1ccccc1,"InChI=1S/2C12H12N2O3/c2*1-2-12(8-6-4-3-5-7-8)9(15)13-11(17)14-10(12)16/h2*3-7H,2H2,1H3,(H2,13,14,15,16,17)",2309.694,1.336,85,58,2.0,8.76,1,1,232.0847922,0.7595645529999999,0.8647070840000001,0.8784067659999999,7.880082596,0.610060801,0.273832567,2.169005645,P21/n,2016,1.37099
4,7.83,6.57,8.66,True,90.0,False,99.09,True,90.0,2,1,4,4,5,4,5,3,2,PHEPHR,C[NH2+]CC(O)c1cccc([O-])c1,"InChI=1S/C9H13NO2/c1-10-6-9(12)7-3-2-4-8(11)5-7/h2-5,9-12H,6H2,1H3/t9-/m0/s1",440.103,1.262,295,25,1.0,4.0,1,1,167.0946287,0.757384924,0.911721707,0.830719415,7.649688222000001,0.620698457,0.258573896,1.750424604,P21,1976,1.27745
33,6.23,13.58,15.53,True,90.0,True,90.0,True,90.0,4,2,5,4,6,6,4,2,3,PHYDAN,O=C1NC(=O)C(N1)(c1ccccc1)c1ccccc1,"InChI=1S/C15H12N2O2/c18-13-15(17-14(19)16-13,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,(H2,16,17,18,19)",1314.1570000000004,1.275,295,30,1.0,5.2,1,1,252.0898776,0.8536435,0.943557071,0.904707861,9.249114625,0.597538225,0.19558264,2.390476874,Pn21a,1971,1.33577
29,17.92,6.21,10.21,True,90.0,True,90.0,True,90.0,4,2,2,2,4,3,5,2,1,PINDON,O=C1C(c2ccccc2)C(=O)c2ccccc12,"InChI=1S/C15H10O2/c16-14-11-8-4-5-9-12(11)15(17)13(14)10-6-2-1-3-7-10/h1-9,13H",1135.104,1.3,295,27,1.0,4.5,1,1,222.0680796,0.56875829,0.785492165,0.724078883,6.807203157999999,0.612921818,0.12688724099999998,0.115325217,Pca21,1974,1.34701
2,12.49,11.18,9.81,False,115.34,False,115.65,False,99.23,2,3,1,3,2,4,3,2,4,PIPAMP,NC(=O)C1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)N1CCCCC1,"InChI=1S/C21H30FN3O2/c22-18-8-6-17(7-9-18)19(26)5-4-12-24-15-10-21(11-16-24,20(23)27)25-13-2-1-3-14-25/h6-9H,1-5,10-16H2,(H2,23,27)",1009.98,1.235,295,57,1.0,6.0,1,1,375.2322054,0.460051075,0.8985805,0.511975359,7.646625748,0.509287141,0.140050048,3.465631063,P-1,1975,1.2166
5,12.66,10.75,13.27,True,90.0,False,116.3,True,90.0,4,3,1,2,2,4,3,3,3,PMEPEN01,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(O)=O,"InChI=1S/C16H18N2O5S/c1-16(2)12(15(21)22)18-13(20)11(14(18)24-16)17-10(19)8-23-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1",1617.592,1.439,100,42,1.0,2.12,1,1,350.0936427,0.465273895,0.7902643420000001,0.588757293,7.17698061,0.530364182,0.297858408,2.097680292,C2,2009,1.34153
4,12.25,13.12,14.51,True,90.0,False,103.61,True,90.0,2,7,3,4,4,10,1,2,3,POBKOG,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C2NC(COCCOC)OC(C2C)C1(C)O,"InChI=1S/C42H78N2O14/c1-15-29-42(10,49)37-24(4)32(43-30(56-37)21-52-17-16-50-13)22(2)19-40(8,48)36(58-39-33(45)28(44(11)12)18-23(3)53-39)25(5)34(26(6)38(47)55-29)57-31-20-41(9,51-14)35(46)27(7)54-31/h22-37,39,43,45-46,48-49H,15-21H2,1-14H3/t22-,23-,24+,25+,26-,27+,28+,29-,30-,31+,32+,33-,34+,35+,36-,37-,39+,40-,41-,42-/m1/s1",2267.353,1.223,295,136,1.0,4.2,1,1,834.5453052,0.669305114,0.912267973,0.7336716120000001,13.09828838,0.404142669,0.191814541,2.078146222,P21,1994,1.31585
19,7.84,9.94,23.02,True,90.0,True,90.0,True,90.0,4,3,4,3,5,5,4,3,3,PRGDOL02,CC12CC(=O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,"InChI=1S/C21H26O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h5,7,9,14-15,18,22,26H,3-4,6,8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21-/m0/s1",1793.505,1.327,220,52,1.0,3.5,1,1,358.1780239,0.749033466,0.880469195,0.850720809,8.671738051,0.563965744,0.226583186,2.287233741,P212121,2008,1.28175
